username,region,age,gender,haircolor,complexion,undertone,eyecolor,rating,review_time,quality_rating,value_rating,title,content,recieved_sample_points,puchase_again,recommend
Nicholle,"West Springfield, MA",25 to 34,,Medium Brown,Fair,Cool Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,I’m a big fan,I will start out by saying I don’t normally wear lipstick. However I really like the feel and look of this product. It is very smooth and barely feels there. It lasts a long time too! I received this product complimentary for testing,Yes,Yes,Yes
Gabriea321,"Santa Fe, NM",18 to 24,,Copper,Fair,Warm Undertone,Blue,3 out of 5 stars.,a year ago  ,5,5,"Nice color and feel, but doesn't last long","I received this product complementary for testing, and was pleased by the smell and the feel. The applicator was nicely shaped, and it went on smoothly. The only problem was that it didn't stay on for long. You must keep applying if you are planning to wear it for more than an hour.",Yes,No,No
Leearaye,Oklahoma,18 to 24,,Dark Brown,Light,,Blue,5 out of 5 stars.,a year ago  ,5,5,Amazing!,Influenster sent me three shades to try out for free. I love these lipsticks. I’m usually not one to love liquid lips but these feel like nothing on! The formula is amazing and the feel is even better! I recommend!,Yes,Yes,Yes
Melrel,"Mcdonald, PA",25 to 34,,Light Brown,Fair,Cool Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,,"I must admit usually I am a brand snob. But I gave these a try since they were sent from Influenster for my honest opinion and I was impressed! They aren’t drying, they are true to color, and they last all day! I would definitely recommend these L’Oréal color inks lip creams!",No,Yes,Yes
Katiemcewen92,"Massena, NY",25 to 34,,Medium Brown,,Neutral Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,Stays put!,This product is amazing! It stays put all day and feels great on my lips. I love that it dries nicely with a nice matte finish. I received this complimentary product for the purpose of a review.,Yes,Yes,Yes
Kkolpak94,"Elizabethtown, KY",,,,,,,,,,,,,,,
KerryM,,25 to 34,,Medium Blonde,Light,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,,"These are my new go to lipsticks! That is saying something from me, for one I don’t usually care for matte lipstick or liquid for that matter. Well my mindset has changed! I have 3 colors and they are all my absolute favorite! I carry all with me at all times now just in case!",No,Yes,Yes
K3llyb,CT,35 to 44,,Black,Light,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,A lipstain by any other name,"I received this product complimentary but after trying it out for a few weeks I think it's not really a liquid lipstick but rather a lipstain. Its water thin, dries quickly and is very matte but it's not a traditional lip stick. On the bright side it lasts a long time because in particular with the dark colors it stains your lips and mostly stays put.",Yes,Yes,Yes
sammor,Utah,25 to 34,,Medium Blonde,Light,Neutral Undertone,Dark Brown,3 out of 5 stars.,a year ago  ,5,5,Not my jam,"It’s a nice thin formula, but they just aren’t my thing. I prefer a balm but I got sent these for free to try in exchange for my opinion. It seems like they take a while to dry down.",Yes,No,
Alexandra515,Des Moines,25 to 34,,Dark Brown,Light,Neutral Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Amazing everyday matte ink,"I received 3 shades complimentary from Influenster in exchange for my review. All 3 colors are very opaque which I don’t mind for everyday wear. The color opacity can be built up and it looks great. The matte ink feels very cooling upon application and has a watery consistency. It does wear off quickly even though it’s a matte ink however it wears off
What I would call ‘gracefully’. It is a very comfortable matte formula that does not emphasize lines on your lips.",Yes,Yes,Yes
MKERunGirl,"Milwaukee, WI",25 to 34,,Dark Brown,Fair,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,"Vibrant, lasting color","Overall, this is a great product. The color is vibrant and lasts a long time - and the range of colors is excellent. I also really liked how the product felt on - it basically felt like nothing on the lips. The only things that might be improved upon are the applicator - it took awhile to get used to - and the fact that it rubs off easily. The color didn't fade but I found the color easily transferred to my coffee cup, etc.",Yes,Yes,Yes
Alva,"Edinburg, Texas",25 to 34,,Black,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Great applicator!,I received this product complimentary for testing purpose. I am not a big drugstore product purchaser but this lipstick I would definitely rebuy. It it’s not too sticky or matte it is a perfect long lasting product. I also love the applicator best one I’ve ever seen in a liquid lipstick.,Yes,Yes,Yes
BrookeeBee,Oklahoma,25 to 34,,Light Blonde,Fair,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,Amazing product!,"I was given this lipstick to test out complimentary, and I have to say it is AWESOME! I usually don't like liquid lipsticks for the simple fact that they dry out my lips, and #RougeSignature liquid lip doesn't do that AT ALL. It is so light, yet so pigmented! I absolutely love this line of liquid lipsticks by #LOrealMakeup",Yes,Yes,Yes
Kcuschieri,Redwood City ca,35 to 44,,Medium Brown,Light,Neutral Undertone,Green,5 out of 5 stars.,a year ago  ,5,0,Love this product,"I received this product free from influenster vox box to try. I’m not a big lipstick wearer but I love this. No sticky feeling,color stays put and looks great. Over all a great product.",Yes,Yes,Yes
Giana Z,New Jersey,25 to 34,,Light Blonde,Light,Neutral Undertone,Hazel,4 out of 5 stars.,a year ago  ,5,5,from the girl who never wears lipstick,"i’m someone who never wears color on her lips! but i wanted to try something new & was sent a few colors to review. even though the color was BOLD, i enjoyed playing with them. the red was a little too much for me, so i wiped off a little, leaving slight color & LOVED it.",Yes,Yes,Yes
Leahleah,,25 to 34,,Light Brown,Light,Cool Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Great coverage and lightweight,"I am so happy with this lip tint. I’ve gotten great coverage, and it’s super lightweight. The red is more on the pink side, but it’s still pretty. I love using this lip color. It’s my new go to for days when I don’t do a full face. It’s the perfect amount of color for a natural day.",Yes,Yes,Yes
T Artistry,,25 to 34,,Bleach Blonde,Medium,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Love the matte finish without the dryness,"I was sent this through Influenster to test out, I honestly thought it was a great product, it lasts better and longer than traditional lipstick. I liked the matte finish but it did not dry out my lips, the applicator also made it easy to apply.",Yes,Yes,Yes
Rrinn,Colorado Springs,25 to 34,,Medium Brown,Fair,Neutral Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Not drying!,"I love this product! It is not drying at all for a matte lipstick, and it is really vibrant. L’Oreal did not disappoint. I received this product complimentary for testing purposes from @Influenster.",Yes,Yes,Yes
Sassylifestory,,25 to 34,,Medium Brown,Light,Warm Undertone,Light Brown,4 out of 5 stars.,a year ago  ,5,5,"Nice, lightweight, longwearing","I received this from influenster to review and have tried two colors 414 and 416. I apply it in layers for more pigment. It is fairly transfer proof and lasts well (unless wiped). It is comfortable, but can be drying if too much is layered.",Yes,Yes,Yes
Neeter02,"Bellingham, Washington",25 to 34,,Dark Brown,Light,Cool Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Love the applicator!,"I don't wear a lot of things on my lips, but this was so comfortable! I couldn't even tell I had anything on, and the applicator has a great pointed tip to line your lips! It went matte without drying the lips, and the colors are beautiful! I wish the color lasted a bit longer on the lips, however it's easy to touch up and layer! I was sent this complementary for testing purposes.",Yes,Yes,Yes
R012,"Philly, PA",18 to 24,,Medium Blonde,Fair,Cool Undertone,Hazel,2 out of 5 stars.,a year ago  ,5,5,Iffy,I received this complimentary. Not a fan The formula is too watery and it doesn’t feel that great.,Yes,Yes,No
Ccannon95,Georgia,18 to 24,,,Medium,Neutral Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Love Love Love,This product is amazin! The lip applicator contours to your lips like a dream as well as a nice smell and consistency of the gloss! I received this product complementary for testing purposes!,Yes,Yes,Yes
katyatch,"Oakland, CA",35 to 44,,,,,,5 out of 5 stars.,a year ago  ,5,5,Beautiful All Day,"I was given three of these colors to try and review. The formula goes on easily and the color is buildable and beautiful. It barely fades throughout the day and is very long wearing. While the the applicator does allow you to get a very crisp line on your lips, I found it harder to use as compared to a normal doe foot applicator.",Yes,Yes,Yes
Jessrod26,Los Angeles,25 to 34,,Medium Brown,Medium,Cool Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,,"The color is beautiful! I’m olive toned and it was a great nude for me. Super light weight, feels almost watery. I applied three coats and lasted half the day. It almost feels like a tint. I did receive this product complimentary of Influenster.",No,Yes,Yes
Sam2010,Myrtle Beach,25 to 34,,Light Brown,Fair,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,0,My new Go to!,I received this free for my honest review and I absolutely love it,Yes,Yes,Yes
Kristieg83,"Martinsburg, WV",35 to 44,,Dark Brown,Fair,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,Perfect formula!!,I received this product complimentary to test out and I was not disappointed. You get perfect pigment with the creamy feel of a liquid lipstick and the lightweight lasting power of a lipstain. I'm impressed!,Yes,Yes,Yes
patticakes108,"Los Angeles, CA",25 to 34,,Medium Brown,Light,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Great color payoff!,I received this as a complementary test product and I really love the colors Rule and Create. Both are similar and are a dusty rose neutral that compliment my natural lip shade. Perfect for every day use. I will say that they aren't as long lasting as I had hoped and I did need to reapply every three to four hours.,Yes,Yes,Yes
maddyjones4,"Des Moines, IA",25 to 34,,Medium Brown,Light,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,LOVE the applicator!,*I received this product complimentary for testing purposes.,Yes,Yes,Yes
Brittney Christine,"Philadelphia, PA",18 to 24,,Black,Medium,Neutral Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,,"I was lucky enough to receive a few different shades of these gorgeous lippies complementary from influenster & L’Oréal & I absolutely adore this liquid lipstick.. from the formula, consistency and the color range! I highly recommend it!",No,Yes,Yes
